EASINID,Country,Year,Ref
R01184,UK,1952,"Allen M.W. (1952) Proc helminth Soc Wash 19: 108-120 cited by Siddiqi M.R. (1974) C.I.H.Description of Plant-parasitic Nematodes Set 3, No.32"
R01185,IT,1921,Del Guercio (1925) Agricol.Colon.19: 121–128
R16934,ES,1953,Rasplus et al. (2010) BioRisk 4: 669–776
R01187,UK,1993,"Fitton MG, de V. Graham MWR, Boucek ZRJ, Fergusson NDM, Huddleston T, et al. (1978) Hymenoptera. In Kloet GS, Hincks WD (eds). A checklist of British insects. Handbooks for the identification of British insects, 2nd ed. London: Royal Entomological Society"
R01189,CZ,1965,Stary (1975) Acta Entomol.Bohemosl. 72: 156–163.
R01191,PL,1960,Rasplus et al. (2010) BioRisk 4: 669–776
R01192,RU,1965,"Mamaev B.M. & Krivosheina N.P. (1965) Larvae of Gall Midges. Nauka, Moscow [in Russian]."
R01198,FR,1928,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R01201,EL,2005,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R01203,DE,1972,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R01209,PT,1961,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R01210,CZ,1955,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R01211,UA,1955,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R01214,PT,1985,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406"
R16935,FR,1953,Rasplus et al. (2010) BioRisk 4: 669–776
R16936,IT,1994,Garonna (1994) Boll. Lab.Entomol.Agrar. Filippo Silvestri 49: 53–59
R16937,ES,1910,Rasplus et al. (2010) BioRisk 4: 669–776
R01221,CY,1959,Wood (1962) Countryman May-June:16-22
R16938,FR,1952,Rasplus et al. (2010) BioRisk 4: 669–776
R01223,CY,1961,Wood (1962) Countryman May-June:16-22
R01224,CY,1961,Wood (1962) Countryman May-June:16-22
R01225,IT,1966,Inserra (1966) Tecnica Agricola 18:176-186.
R01226,IT,1966,Inserra (1966) Tecnica Agricola 18:176-186.
R16939,FR,1837,Rasplus et al. (2010) BioRisk 4: 669–776
R01227,FR,1986,"Benassy C, Pinet C (1987) Sur l’introduction en France d’Aphytis yanonensis De Bach & Rosen (Hym.: Aphelinidae) parasite de la Cochenille japonaise des Citrus: Unaspis yanonensis Kuw. (Hom.: Diaspididae). Compte Rendu de l’Académie d’Agriculture de France 73: 33–38."
R18059,FR,1849,Sogonov V. 2007 Mycological research 111 (2007) 693–709
R01230,IT,1846,Leclerc du Sablon. (1892) . Revue générale de botanique 4: 473-480
R01231,FO,1987,Nobanis (2013)
R16545,TR,2000,"Acik, S., 2007. Observations on the population characteristics of Apionsoma (Apionsoma) misakianum (Sipuncula: Phascolosomatidae), a new species for the Mediterranean fauna. Scientia Marina, 71 (3): 571-577."
R16546,EG,1966,"Murina, G.V.V., Pancucci-Papadopoulou, M.A. & Zenetos, A., 1999. Τhe phylum Sipuncula in the eastern Mediterranean: composition, ecology, zoogeography. J. Mar. Biol. Ass. U.K., 79(5): 821-830."
R01232,IT,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01234,DK,2001,Rasplus et al. (2010) BioRisk 4: 669–776
R01235,DK,1987,Rasplus et al. (2010) BioRisk 4: 669–776
R01236,AL,2005,Rasplus et al. (2010) BioRisk 4: 669–776
R01238,DE,1993,Römer and Warzel (1998) Aqua J. Ichthyol. Aquat. Biol 3(2):45-54.
R01239,SE,1658,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01242,NO,1868,NOBANIS - European Network on Invasive Alien Species. 
R19682,ES,2012,"Lopez-Legentil S., Legentil M.L., Erwin P.M. & Turon X., 2015. Harbor networks as introduction gatew"
R19807,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R20289,ES,2014,"López Soriano J. & Quiñonero Salgado S. (2014). Primeras citas de diversos moluscos marinos alóctonos en el Delta del Ebro (Cataluña, España). Spira. 5(3): 149-151."
R01246,IT,2002,"Trainito, E., 2003. Mediterranean harlequins, a field guide to Mediterranean sea slugs. Olbia: Taphros Editions."
R16547,TR,1959,"Swennen, C., 1961. On a collection of opisthobranchia from Turkey. Zoologische Mededelingen, 38: 41-75."
R01247,DK,1926,NOBANIS - European Network on Invasive Alien Species. 
R01248,UA,1980,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R17641,IE,*   ,"Preece RC, Coxon P, Robinson JE 1986. New biostratigraphic evidence for post-glacial colonisation of Ireland and for Mesolithic forest disturbance. Journal of Biogeography 13: 487-509."
R16361,IL,1946,"Haas, G. & Steinitz, H., 1947. Erythrean fishes on the Mediterranean coast of Palestine. Nature 160: 28."
R01254,CZ,1900,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R01255,IE,1901,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01256,PL,1982,"Siuda K (1982) Aponomma ludovici Siuda, 1972 as a junior synonym of Aponomma sphenodonti Dumbléton, 1943 (Acarina: Ixodides: Ixodidae). Wiad Parazytol 28: 423-425."
R19310,SI,2012,EPPO reporting service n.09 - 20152015/171
R01264,LV,1962,NOBANIS - European Network on Invasive Alien Species. 
R01265,IT,1978,"Coeur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474"
R01271,PT,2005,"Karsholt, O. & V. Vieira (2005) Lepidoptera. pp.207- 210 in: Borges, P.A.V., R. Cunha, R. Gabriel, A.F. Martins, L. Silva and V. Vieira (Eds.). A list of the terrestrial fauna (Mollusca and Arthropoda) and flora (Bryophyta, Pteridophyta and Spermatophyta) from the Azores. . Direcção Regional de Ambiente e do Mar dos Açores and Universidade dos Açores, Horta, Angra do Heroísmo and Ponta Delgada. 318 pp"
R17732,PL,2003,Blank et al. (2010) Eur. J. Entomol.107: 357–367
R16940,FR,1963,Bénassy & Biliotti (1963) Entomophaga 8:214-215
R01273,IT,1964,Priore & Viggiani (1965) Boll. Lab. Entomol. Agr. Filippo Silvestri 23: 1-36
R01274,FR,1966,"Domenichini, G. 1966, Hym. Eulophidae. Palaearctic Tetrastichinae. Index of Entomophagous Insects 1:24 (Eds: Delucchi, V.; Remaudière, G.) Le François, Paris"
R16941,ES,1977,Graham (1987) Bull. Brit. Mus. Suppl. 16
R16942,ME,1971,Boucek (1977a) Acta Entomol. Jugoslav. 13 (Supplement):119
R20224,IL,2002,"Colombari F, Martinez-Sañudo I and Battisti A, 2022. First report of the alien ambrosia beetle Cnestus mutilatus and further finding of Anisandrus maiche in the European part of the EPPO region (Coleoptera: Curculionidae: Scolytinae: Xyleborini). EPPO Bulletin. 00:1–5. "
R19729,NO,1936,"Long JL, 1981. Introduced birds of the world. David & Charles, Newton Abbot, England."
R01278,ES,2009,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp."
R17791,CZ,1994,Reynaud (2010) BioRisk 4: 767–791.
R17790,PT,2005,Reynaud (2010) BioRisk 4: 767–791.
R01281,ES,2009,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp."
R01282,IE,2001,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=1736&docType=pdf
R01285,ES,2013,Http://Www.Rarebirdspain.Net/Arbsf070.Htm
R01287,CZ,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01289,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01292,BE,1554,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01293,IL,1953,"Tortonese, E., 1953-1954. Gli Echinodermi viventi presso le coste dello Stato di Israele. (Mar di Levante, Golfo di Elath). Bolletino dei Musei di Zoologia e di anatomia comparata della R. Universita di Torino 4(4): 39-72."
R01294,ES,2005,Grupo De Aves Exóticas (Gae-Seo/Birdlife) 2005
R01295,NL,1974,"Van Dijk A. J., Van Der Weide M., Kleefstra R., Zoetebier D. & Plate C. (2003). Kolonievogels En Zeldzame Broedvogels In Nederland In 2002. Sovon-Monitoringrapport 2001/08. Sovon, Beek-Ubbergen."
R01296,ES,2005,Http://Www.Interreg-Bionatura.Com/Especies/Pdf/Ara%20Militaris.Pdf
R19777,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R19778,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R01299,NL,1838,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01300,NO,1939,NOBANIS - European Network on Invasive Alien Species. 
R01302,SE,1700,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01305,AT,1805,NOBANIS - European Network on Invasive Alien Species. 
R01310,DK,1898,NOBANIS - European Network on Invasive Alien Species. 
R01311,BE,1850,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01307,BE,1850,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01314,SE,1745,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01316,AT,1977,NOBANIS - European Network on Invasive Alien Species. 
R01317,UK,1722,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01318,IT,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01319,NL,1999,"D'Hondt, J.L. & Faasse, M.A., 2006. A new Arachnidium species, Arachnidium la courti spec. nov. (Bryozoa: Ctenostomona), from the coast of the Netherlands. Zoologische Mededelingen 80: 87-90."
R18224,IT,1992,"Chimenz Gusso, C., d'Hondt, J.L., Nicoletti, L., & Galluzzo Cuscani, G., 1998. Finding of Arachnoidea (Arachnoidella) protecta (Harmer, 1915) (Bryozoa Ctenostomatida, Arachnidiidae) in the Mediterranean Sea. Italian Journal of Zoology, 65: 235-28."
R01321,UK,1908,"Dennis, RWG 1981: British Ascomycetes. Vaduz: Cramer, 585 pp"
R01322,DE,1951,Sauvard et al. (2010): BioRisk 4: 219-266
R01324,SE,1999,Daisie (2013)
R16943,ES,1987,Fibiger & Agassiz (2001) Nota lepidopt. 24: 29–35.
R01325,DK,1979,NOBANIS - European Network on Invasive Alien Species. 
R01326,DK,1993,NOBANIS - European Network on Invasive Alien Species. 
R01327,AT,1800,NOBANIS - European Network on Invasive Alien Species. 
R18875,EE,1803,NOBANIS - European Network on Invasive Alien Species. 
R01329,NO,1961,NOBANIS - European Network on Invasive Alien Species. 
R19780,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R01334,ES,2005,Grupo De Aves Exóticas (Gae-Seo/Birdlife) (2005)
R01336,ES,2006,Grupo De Aves Exóticas (Seo/Birdlife). (2007). Noticiario De Aves Exóticas 2006
R01337,ES,1990,"Lorenzo, J. A., (1993). Datos Preliminares Sobre Psitácidos Escapados De Cautividad En La Ciudad De Santa Cruz De Tenerife (Tenerife, Islas Canarias). Vieraea, 22: 119-125."
R09808,ES,1996,"Grupo De Aves Exóticas (Seo/Birdlife) (Coord.: Fernández-Ordóñez, J.C., Clavell, J.,Santos, D.M., Polo, A., Martín, M.). (2008). Noticiario De Aves Exóticas 2007"
R19781,ES,2008,"Carrete M, Tella JL, 2008. Wild-bird trade and exotic invasions: a new link of conservation concern? Frontiers in Ecology and the Environment, 6: 207-211"
R01340,ES,1999,"Martín, A. & Lorenzo, J. A. 2001. Aves Del Archipiélago Canario. Francisco Lemus Editor"
R01341,UK,1795,Enghoff (1987)
R05476,IT,1990,"Rosso, A., 1994. Segnalazione di Electra tenella (Hincks) (Bryozoa) lungo le coste sud-orientali della Sicilia. Boll. Acc. Gioenia Sci. Nat., 27, 346: 241-251."
R19963,RU,1999,"Gnezdilov VM, Sugonyaev ES & Artokhin KS, 2008. Arboridia kakogawana: a new pest of grapevine in southern Russia. Bulletin of Insectology 61, 203–204."
R01346,PT,1999,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R20135,IL,2016,"Galil BS, Levitt-Barmats YA, Lubinevsky H, Yudkovsky Y, Paz G, Rinkevich B, 2017. A record of Arcania brevifrons Chen, 1989 (Crustacea; Decapoda; Leucosiidae) from the Mediterranean coast of Israel. BioInvasions Records, https://doi.org/10.3391/bir.2017.6.3.10"
R19257,DE,1935,Haas (1935) Arch. Moll. 67: 107-112
R01349,UK,1920,Blower J.G. (1985). Millipedes. Synopsis of the British Fauna 35
R01352,UK,1925,Hunt (1925) J.Marine Biol.Assoc.United Kingdom 13: 854–869.
R16552,HR,1977,"Schmidt, H.E. & Benovic, A., 1977. Notes on Hydromedusae (Cnidaria) from the Adriatic Sea. J. mar. biol. Ass. U.K., 57: 635-640."
R01353,NO,1871,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01355,SE,1858,NOBANIS - European Network on Invasive Alien Species. 
R01356,SE,1658,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01363,PT,1804,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01364,PT,1956,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01365,PT,1934,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R16363,IL,1960,"Barash, A. & Danin, Z., 1973. the Indo-Pacific species of mollusca in the Mediterranean & notes on a collection from the Suez canal. Israel Journal of Zoology, 21(3-4): 301-374."
R17466,EG,1964,"Barash, A. & Danin, Z., 1971a. Mollusca from Sparus auratus. Argamon, 2: 97-104."
R01373,NO,1991,NOBANIS - European Network on Invasive Alien Species. 
R01374,IE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01375,DK,1933,NOBANIS - European Network on Invasive Alien Species. 
R01376,DE,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01377,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01378,DK,1933,NOBANIS - European Network on Invasive Alien Species. 
R16944,ES,1999,"Asselbergs, J. E. F. (1999) SHILAP Revista de Lepidopterologia 27 (105): 125-129"
R01380,UK,1986,Jones (1989) J.Nat.History 23: 627–633
R01381,ES,2005,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01382,ES,2009,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp."
R01383,DE,1900,Navajas et al. (2010) Biorisk 4: 149-192
R01384,UK,2000,Rasplus et al. (2010) BioRisk 4: 669–776
R01385,NO,1872,NOBANIS - European Network on Invasive Alien Species. 
R01390,UK,1990,Rushton-Mellor (1992) Aquaculture & Fisheries Management 23: 269-271
R01392,NO,1986,NOBANIS - European Network on Invasive Alien Species. 
R01394,UK,1997,Agassiz (1999) Entomol. Gaz. 50: 11–16.
R01396,NL,1971,Frankenhuyzen (1974) Entomol.Bericht.34: 106–111.
R01397,NL,1982,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668
R19688,TR,2015,"Gürlek M., Ergüden D., Doğdu S. & Turan C., 2016. First record of the Indo-Pacific soldier bream Arg"
R01399,PT,1937,Cocquempot & Lindelöw (2010) BioRisk 4: 193–218
R16553,FR,2001,"Saiz-Salinas, J.I. & Amouroux, J.M. 2010. First record of the genus Arhynchite (Echiura) in the Mediterranean Sea. Vie et milieu, 60(1), 47-51."
R20264,TR,2021,"Zenetos A, Alabno PG, López Garcia E, Stern N, Tsiamis K and Galanidi M, 2022. Established non-indigenous species increased by 40% in 11 years in the Mediterranean Sea. Mediterranean Marine Science, 23(1). https://doi.org/10.12681/mms.29106"
R01409,EL,1967,"Moraitou-Apostolopoulou, M., 1969. Sur la presence en mer Egee d’Arietellus pavoninus /copepode pelagique cite pour la premiere fois en Mediterranee. Biologia gallo- hellenica, 2: 189-191."
R19128,NL,2004,Baron (2005) Spirula 342: 5
R01418,UK,1872,Ecological Flora of the British Islands. 
R01420,UK,1500,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01421,BE,1939,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01422,BE,1947,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01423,BE,1884,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01424,BE,1891,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01426,SE,1300,NOBANIS - European Network on Invasive Alien Species. 
R01428,NO,1996,NOBANIS - European Network on Invasive Alien Species. 
R01429,UK,1725,Wikipedia
R16364,IL,1986,"Golani, D. & Ben Tuvia, A., 1986. New records of fishes from the Mediterranean coast of Israel including Red Sea immigrants. Cybium, 10:285-291."
R01435,NO,1909,"Gederaas, L., Moen, T.L., Skjelseth, S. & Larsen, L.-K. (eds.). Alien species in Norway – with the Norwegian Black List 2012. the Norwegian Biodiversity Information Centre, Norway."
R01436,ES,1887,"Dollfus, A. (1889a): Isopodes terrestres recueillis aux Acores en 1887,1888 et 1889 par MM. DR. th. BARROIS et le Lieutenant CHAVES. – Revue biologique du Nord de la France 1: 306-308, 391-392; Lille."
R01437,DE,1952,"Geiter, O.; Homma, S.; Kinzelbach, R. 2002. Bestandsaufnahme Und Bewertung Von Neozoen In Deutschland. Texte Des Umweltbundesamtes 2002 (25), 174 + 36 + 31 + 52 P."
R20051,TN,2018,"Mosbahi N, Pezy JP, Neifar L, Dauvin JC, 2021. Ecological status assessment and non-indigenous species in industrial and fishing harbours of the Gulf of Gabès (central Mediterranean Sea). Environmental Science and Pollution Research. Jul 6:1-22."
R01445,BE,1955,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01446,SE,1658,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01448,SE,1658,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01449,HU,1990,"Rabitsch W, 2010, True Bugs (Hemiptera, Heteroptera)., BioRisk, 4, 407-433"
R17685,DE,2011,"Burmeister EG, Hendrich L, Balke M (2012) Der Asiatische Moschusbock Aromia bungii (Faldermann, 1835) – Erstfund für Deutschland (Coleoptera: Cerambycidae). Nachrichtenblatt der bayerischen Entomologen 61(1/2), 29-32."
R01450,PT,2005,Borges et al. (2005) Direccao Regional do Ambiente and Universidade das Açores
R18829,UK,1975,Online Atlas of the British and Irish flora. 
R18828,UK,1980,Online Atlas of the British and Irish flora. 
R20134,CY,2018,"Bariche M, Constantinou C, Sayar N, 2018. First confirmed record of the white-spotted puffer Arothron hispidus (Linnaeus, 1758) in the Mediterranean Sea. BioInvasions Records, 7(4), pp.433-436."
R01452,UA,1899,DAISIE-Delivering Alien Invasive Species Inventories for Europe. 
R01457,BE,2001,"Van Keer K, 2007, Exotic spiders (Araneae): Verified reports from Belgium of imported species (1976-2006) and some notes on apparent neozoan invasive species., Nieuwsbr. Belg. Arachnol. Ver., 22, 45-54"
